Polygon_ID,CliffTop_Z
1577,17.051
1578,17.051
1579,17.051
1580,17.051
1581,17.051
1582,17.051
1583,17.051
1584,17.051
1585,17.051
1586,17.051
1587,17.051
1588,17.051
1589,17.051
1590,17.051
1591,17.051
1592,17.051
1593,17.051
1594,17.051
1595,17.051
1596,17.051
1597,17.051
1598,17.051
1599,17.051
1600,17.051
1601,17.054
1602,17.057
1603,17.06
1604,17.063
1605,17.066
1606,17.069
1607,17.072
1608,17.075
1609,17.078
1610,17.081
1611,17.084
1612,17.087
1613,17.089
1614,17.089
1615,17.089
1616,17.089
1617,17.089
1618,17.089
1619,17.089
1620,17.089
1621,17.089
1622,17.089
1623,17.089
1624,17.089
1625,17.089
1626,17.089
1627,17.089
1628,17.089
1629,17.089
1630,17.089
1631,17.089
1632,17.089
1633,17.089
1634,17.089
1635,17.089
1636,17.089
1637,17.089
1638,17.089
1639,17.089
1640,17.089
1641,17.092
1642,17.095
1643,17.098
1644,17.101
1645,17.104
1646,17.107
1647,17.11
1648,17.113
1649,17.116
1650,17.119
1651,17.122
1652,17.125
1653,17.127
1654,17.127
1655,17.127
1656,17.127
1657,17.127
1658,17.127
1659,17.127
1660,17.127
1661,17.127
1662,17.127
1663,17.127
1664,17.127
1665,17.127
1666,17.127
1667,17.127
1668,17.127
1669,17.127
1670,17.127
1671,17.127
1672,17.127
1673,17.127
1674,17.127
1675,17.127
1676,17.127
1677,17.127
1678,17.127
1679,17.127
1680,17.127
1681,17.127
1682,17.127
1683,17.127
1684,17.127
1685,17.127
1686,17.127
1687,17.127
1688,17.127
1689,17.127
1690,17.127
1691,17.127
1692,17.127
1693,17.127
1694,17.127
1695,17.127
1696,17.127
1697,17.127
1698,17.127
1699,17.127
1700,17.127
1701,17.127
1702,17.127
1703,17.127
1704,17.127
1705,17.127
1706,17.127
1707,17.127
1708,17.127
1709,17.127
1710,17.127
1711,17.127
1712,17.127
1713,17.127
1714,17.127
1715,17.127
1716,17.127
1717,17.127
1718,17.127
1719,17.127
1720,17.127
1721,17.127
1722,17.127
1723,17.127
1724,17.127
1725,17.127
1726,17.127
1727,17.127
1728,17.127
1729,17.127
1730,17.127
1731,17.127
1732,17.127
1733,17.127
1734,17.127
1735,17.127
1736,17.127
1737,17.127
1738,17.127
1739,17.127
1740,17.127
1741,17.127
1742,17.127
1743,17.127
1744,17.127
1745,17.127
1746,17.127
1747,17.127
1748,17.127
1749,17.127
1750,17.127
1751,17.127
1752,17.127
1753,17.127
1754,17.127
1755,17.127
1756,17.127
1757,17.127
1758,17.127
1759,17.127
1760,17.127
1761,17.127
1762,17.127
1763,17.127
1764,17.127
1765,17.127
